Date,Close,High,Low,Open,Volume,stock
2024-03-14,1947.4794921875,1981.5972673820725,1922.1216862996419,1929.037451541785,8877300.0,1605.T
2024-03-15,2034.1571044921875,2065.0475228967607,1976.0646758507514,1979.7530840184618,21225900.0,1605.T
2024-03-18,2033.2349853515625,2052.5991280691965,2014.7929446681017,2035.0791894199087,5920300.0,1605.T
2024-03-19,2090.866455078125,2107.0032413907456,2048.9108106653116,2053.0602700028426,8852100.0,1605.T
2024-03-21,2130.977783203125,2133.2830382693337,2076.112712627363,2090.8663450510976,8431000.0,1605.T
2024-03-22,2106.081298828125,2143.8874867668083,2087.1782048587834,2130.9780567389653,5957600.0,1605.T
2024-03-25,2097.7822265625,2113.919012920673,2093.1717161744505,2110.6916556490387,4219400.0,1605.T
2024-03-26,2093.17138671875,2126.367056287858,2088.5608770563736,2121.756546625482,4721200.0,1605.T
2024-03-27,2092.710693359375,2122.217960240847,2092.710693359375,2107.003275755088,5403200.0,1605.T
2024-03-28,2120.373779296875,2140.6600255001936,2095.0159715427267,2100.0875330935564,7133100.0,1605.T
2024-03-29,2165.095703125,2193.680867859615,2145.7315592725195,2166.4788562573203,6187300.0,1605.T
2024-04-01,2101.470703125,2187.687250181686,2081.184456758721,2187.226199127907,10850300.0,1605.T
2024-04-02,2143.426025390625,2163.2512177097897,2119.9124251981275,2139.2765665331253,6522000.0,1605.T
2024-04-03,2213.044921875,2249.92900390625,2192.2976257324217,2208.4344116210937,12685500.0,1605.T
2024-04-04,2277.13134765625,2297.4175957422744,2249.929333177263,2253.6177419201763,10420900.0,1605.T
2024-04-05,2277.592041015625,2332.918163469446,2264.2215614226184,2284.0467553019043,14808800.0,1605.T
2024-04-08,2268.37109375,2308.0214827870936,2237.019623348577,2302.4888703633133,9821000.0,1605.T
2024-04-09,2275.287109375,2294.651254986702,2260.533474623227,2294.651254986702,4628700.0,1605.T
2024-04-10,2279.897216796875,2282.202471818914,2245.3183914662854,2248.5457484971403,4472800.0,1605.T
2024-04-11,2367.957763671875,2396.54292359159,2303.4106283692927,2308.48218900021,12638000.0,1605.T
2024-04-12,2392.393798828125,2395.621156043734,2341.6781854399783,2366.5749411032502,7536500.0,1605.T
2024-04-15,2385.93896484375,2423.2840964673915,2367.0358735280797,2396.5431380208333,9349800.0,1605.T
2024-04-16,2300.18359375,2363.808636030517,2291.8846751916717,2358.7370746893166,10274100.0,1605.T
2024-04-17,2238.86376953125,2298.800402570596,2216.2722693856504,2280.3583616354126,8699200.0,1605.T
2024-04-18,2188.148193359375,2198.291316042457,2125.906304167737,2146.6536005649496,9650600.0,1605.T
2024-04-19,2221.343994140625,2303.4110823425826,2139.276905938668,2166.93996937753,28033000.0,1605.T
2024-04-22,2203.363037109375,2251.3123478144125,2163.251594500353,2204.7461903027897,10103700.0,1605.T
2024-04-23,2208.895263671875,2238.863577622756,2206.5900087525765,2231.486761881001,5429700.0,1605.T
2024-04-24,2245.318603515625,2258.22803285822,2232.87022522098,2239.7859909402273,4600400.0,1605.T
2024-04-25,2176.1611328125,2237.4809274447166,2175.7000817250396,2231.487263307733,5621500.0,1605.T
2024-04-26,2188.148193359375,2209.356540787637,2174.3166624278997,2178.9271727383916,6020900.0,1605.T
2024-04-30,2206.12939453125,2224.110386461599,2176.161074647335,2188.148402600901,6553200.0,1605.T
2024-05-01,2167.86181640625,2183.0764995073573,2134.205093182589,2176.1607344613994,5706800.0,1605.T
2024-05-02,2154.95263671875,2168.323117348798,2132.82218602074,2140.1990029200765,5039200.0,1605.T
2024-05-07,2176.1611328125,2202.4410447977357,2138.8159947282174,2197.3694828356724,5100200.0,1605.T
2024-05-08,2151.72509765625,2188.6091790388296,2149.4198425698387,2180.310260727749,3599400.0,1605.T
2024-05-09,2183.537841796875,2194.1420162819527,2164.6347481495623,2194.1420162819527,3769100.0,1605.T
2024-05-10,2235.175537109375,2243.013405123166,2199.6746055174976,2202.440911875306,4841100.0,1605.T
2024-05-13,2206.59033203125,2212.1229446481275,2182.6156773581147,2199.2135152087467,4755000.0,1605.T
2024-05-14,2203.363037109375,2271.137543586688,2172.011564725312,2243.4744797183967,13333000.0,1605.T
2024-05-15,2202.44091796875,2237.9418496588473,2199.6746116032878,2203.824071151481,8253700.0,1605.T
2024-05-16,2166.017578125,2210.27847371887,2151.7249972561463,2202.901657786558,7319700.0,1605.T
2024-05-17,2173.39453125,2178.4660925236,2152.6472351307275,2171.0892761256364,4351000.0,1605.T
2024-05-20,2264.6826171875,2275.286790680031,2185.381841504224,2185.381841504224,8872600.0,1605.T
2024-05-21,2249.92919921875,2270.215446096952,2227.7987480788934,2231.487156602203,4512100.0,1605.T
2024-05-22,2212.583740234375,2243.0131061138227,2209.356383247161,2229.181576168619,5050700.0,1605.T
2024-05-23,2206.59033203125,2209.817689391095,2153.5694611195086,2207.973485185469,4815200.0,1605.T
2024-05-24,2186.303955078125,2198.752332721969,2163.712454909667,2188.6092101973554,3875700.0,1605.T
2024-05-27,2202.44091796875,2219.0387561615225,2183.998875532336,2202.44091796875,3440500.0,1605.T
2024-05-28,2226.41552734375,2245.318620452281,2210.2787405437853,2210.739791595213,4084600.0,1605.T
2024-05-29,2243.935302734375,2285.429894319765,2236.558486452528,2259.1499863156846,6012900.0,1605.T
2024-05-30,2191.37548828125,2209.356477981012,2177.5439577429715,2197.830202532447,6210400.0,1605.T
2024-05-31,2234.71435546875,2236.0975085668324,2174.316670185811,2176.1608743165875,10386500.0,1605.T
2024-06-03,2290.50146484375,2294.1898729996983,2265.143658771607,2272.9815261029967,6422100.0,1605.T
2024-06-04,2204.28515625,2268.3712547061286,2196.908339161525,2251.773416257059,10241900.0,1605.T
2024-06-05,2134.205322265625,2154.0305175253834,2130.5169138452047,2139.2768838437028,8318600.0,1605.T
2024-06-06,2130.516845703125,2149.419938253185,2124.5231822116425,2135.588407118995,6746200.0,1605.T
2024-06-07,2142.96533203125,2154.952659620065,2135.5885150535178,2147.5758426423326,3682600.0,1605.T
2024-06-10,2163.25146484375,2170.6282814331576,2147.575729591259,2150.3420358122867,3792500.0,1605.T
2024-06-11,2160.485107421875,2201.979699753921,2158.179852292317,2199.2133935984516,5273400.0,1605.T
2024-06-12,2189.992431640625,2200.135554481908,2145.7315319695726,2149.4199402754934,5176700.0,1605.T
2024-06-13,2154.030517578125,2180.310427574262,2151.2642112627423,2175.23886599606,4363900.0,1605.T
2024-06-14,2160.024169921875,2168.323088824456,2124.5232390608326,2129.1337495622665,5083200.0,1605.T
2024-06-17,2091.3271484375,2158.6405884004353,2087.1776898096477,2158.6405884004353,5311400.0,1605.T
2024-06-18,2096.399169921875,2128.211693063421,2093.6328635617406,2126.8285398833536,3690500.0,1605.T
2024-06-19,2118.99072265625,2135.588561214915,2117.607569443028,2125.4454376512863,3197200.0,1605.T
2024-06-20,2135.127685546875,2142.965554399023,2113.458283426231,2118.0687945157297,3327700.0,1605.T
2024-06-21,2145.270263671875,2173.855425147838,2145.270263671875,2145.731314663423,6020200.0,1605.T
2024-06-24,2135.58837890625,2149.8809608894308,2115.763184542483,2148.036756762569,3819500.0,1605.T
2024-06-25,2201.9794921875,2202.9015941524026,2162.3291076966866,2171.550127345713,7086500.0,1605.T
2024-06-26,2208.4345703125,2211.2008766636222,2187.687272679084,2207.5124681954594,7066200.0,1605.T
2024-06-27,2186.368896484375,2210.312382359553,2176.509814065184,2206.556541437956,5299300.0,1605.T
2024-06-28,2222.518798828125,2227.213599839591,2203.73959478226,2225.3356794350047,5256400.0,1605.T
2024-07-01,2261.01611328125,2267.5888345407884,2223.457706083887,2229.5609472534584,6705600.0,1605.T
2024-07-02,2337.072021484375,2337.072021484375,2272.2837653644788,2283.551288167939,8120700.0,1605.T
2024-07-03,2315.9453125,2319.7011532662677,2283.5511858909385,2301.3914295307113,6063400.0,1605.T
2024-07-04,2323.926513671875,2334.2550759548612,2311.2505508700283,2328.621314709596,4742000.0,1605.T
2024-07-05,2310.3115234375,2354.442651907958,2306.5556827166097,2323.9264460507266,5192800.0,1605.T
2024-07-08,2291.5322265625,2322.048431177653,2287.3069059234786,2303.2692283375586,4806800.0,1605.T
2024-07-09,2265.24169921875,2286.368305739961,2245.993013277202,2281.673504290803,5577600.0,1605.T
2024-07-10,2267.5888671875,2287.7765113467262,2255.851864769345,2265.241466703869,3997200.0,1605.T
2024-07-11,2326.743408203125,2333.785609801803,2284.02071850448,2284.4901986110585,5583100.0,1605.T
2024-07-12,2294.349365234375,2329.0908943989634,2285.429242881305,2294.349365234375,5097900.0,1605.T
2024-07-16,2313.128662109375,2345.992272084544,2313.128662109375,2314.5371025368822,5002600.0,1605.T
2024-07-17,2309.372802734375,2330.499408980166,2301.8611205136494,2313.5981239835332,4639000.0,1605.T
2024-07-18,2318.292724609375,2339.8888091237595,2306.555722155905,2311.720003235432,5043400.0,1605.T
2024-07-19,2272.283447265625,2319.231452374419,2272.283447265625,2300.921730381989,5706200.0,1605.T
2024-07-22,2227.2138671875,2265.7112401026297,2218.7632243524718,2257.260597267601,5409400.0,1605.T
2024-07-23,2223.4580078125,2247.8709758036844,2199.514519974992,2215.476845199997,4786700.0,1605.T
2024-07-24,2172.28466796875,2217.3547626575332,2162.4255847555787,2193.8807550071256,5020900.0,1605.T
2024-07-25,2114.538330078125,2153.035697544023,2110.7824893497445,2141.768175358882,5906600.0,1605.T
2024-07-26,2123.927978515625,2155.3831453061966,2101.3929336507376,2114.5383764885887,5229200.0,1605.T
2024-07-29,2169.93701171875,2192.9415365076334,2143.6461262457406,2156.322088884513,5029200.0,1605.T
2024-07-30,2126.275390625,2143.176674365892,2115.946828338899,2129.5617513523957,12994600.0,1605.T
2024-07-31,2184.021484375,2196.2279673057287,2090.125461830933,2117.3553083687125,6821100.0,1605.T
2024-08-01,2122.51953125,2184.4909044251826,2107.9656481558286,2180.2655835268747,5511700.0,1605.T
2024-08-02,1976.5113525390625,2051.1586934069273,1961.018508207996,2018.7645643510614,8445200.0,1605.T
2024-08-05,1671.818603515625,1797.169787772483,1596.2323088888304,1760.55034068621,13963900.0,1605.T
2024-08-06,1877.92041015625,1900.924935180664,1775.5737478027345,1849.7516040039063,10749100.0,1605.T
2024-08-07,1857.7327880859375,1933.3190855036366,1767.5926073145197,1793.4140132646655,10525900.0,1605.T
2024-08-08,1896.6995849609375,1928.624231440478,1849.7515754322014,1857.2632569567993,7679500.0,1605.T
2024-08-09,1922.9906005859375,2006.0885830819607,1893.8828327059746,1960.5490107536316,12720500.0,1605.T
2024-08-13,1981.2059326171875,2034.7266616025809,1971.8163310408029,2019.703299080365,9281900.0,1605.T
2024-08-14,2006.0885009765625,2021.1118644287624,1945.0560869520007,1971.3469729933504,6734800.0,1605.T
2024-08-15,2017.8253173828125,2038.4824402224692,2003.7409154466832,2008.9051961565972,4913600.0,1605.T
2024-08-16,2104.679443359375,2108.90476457067,2061.9567511118394,2065.712592188546,5199700.0,1605.T
2024-08-19,2029.0931396484375,2079.327513998827,2029.0931396484375,2057.7314278295007,6195500.0,1605.T
2024-08-20,2028.1541748046875,2061.487264251709,2024.3983337402342,2045.9944198608398,4649400.0,1605.T
2024-08-21,2006.0885009765625,2007.027461192325,1959.6099702963193,1962.4268509436067,6222500.0,1605.T
2024-08-22,2000.9241943359375,2007.4969157626629,1989.1871917882138,1991.5345922977585,4277800.0,1605.T
2024-08-23,2006.0885009765625,2022.9897848602873,1993.4125380637688,2002.8021402213938,4636000.0,1605.T
2024-08-26,2013.60009765625,2024.3981396814524,2006.5578963354658,2016.886458272616,3557700.0,1605.T
2024-08-27,2058.20068359375,2061.956524257242,2041.7688806909714,2046.9331616032732,5665700.0,1605.T
2024-08-28,2030.970947265625,2032.8488676976783,2003.271620892839,2014.0696633771454,5000900.0,1605.T
2024-08-29,2032.848876953125,2039.8910786053875,2021.5813543095048,2030.9709565125218,3548600.0,1605.T
2024-08-30,2037.0740966796875,2051.158499284064,2035.6656564192497,2050.6890191972516,5374200.0,1605.T
2024-09-02,2050.219482421875,2060.0785639723354,2020.1727576966632,2027.2149588041348,5611900.0,1605.T
2024-09-03,2044.116455078125,2063.83462023965,2038.0132134805099,2049.7502165528463,5566100.0,1605.T
2024-09-04,1907.9671630859375,1945.5255718081016,1901.8639216685858,1923.4600066838302,11144700.0,1605.T
2024-09-05,1906.08935546875,1934.2581636776476,1859.6108219240687,1875.1036664389624,8008700.0,1605.T
2024-09-06,1872.756103515625,1902.3333495726529,1857.7327404390394,1892.0047874575002,8616200.0,1605.T
2024-09-09,1832.380859375,1842.2399416314372,1788.719209382206,1793.4140104567,9320400.0,1605.T
2024-09-10,1805.6204833984375,1852.5684938872164,1799.517242034896,1842.239931579685,6776900.0,1605.T
2024-09-11,1722.991943359375,1767.5925522474242,1710.7854609268563,1760.5503508440481,11696700.0,1605.T
2024-09-12,1744.588134765625,1771.817981863689,1734.2595720732559,1760.550458926559,8459900.0,1605.T
2024-09-13,1752.5692138671875,1761.4893357700744,1738.0153307624776,1744.5880521646045,8086200.0,1605.T
2024-09-17,1736.137451171875,1757.7335362865063,1720.6446075026831,1745.0575732844402,9627900.0,1605.T
2024-09-18,1776.043212890625,1776.043212890625,1749.2828472721303,1760.0808895392422,8224000.0,1605.T
2024-09-19,1788.7191162109375,1799.0476780368274,1772.2873133061125,1782.1463950490074,7198300.0,1605.T
2024-09-20,1822.9912109375,1845.0567754273436,1805.6204474029423,1821.5827706509142,7763400.0,1605.T
2024-09-24,1851.629638671875,1861.9582015650751,1832.3809532800021,1860.549761170548,5847600.0,1605.T
2024-09-25,1861.9580078125,1866.1833285564014,1832.8502426878467,1863.8359281431228,4824100.0,1605.T
2024-09-26,1861.01904296875,1882.6151267166215,1835.6671185690748,1854.4463218280935,9102900.0,1605.T
2024-09-27,1838.0145263671875,1839.4229666172773,1790.5970379474977,1823.9301238662895,15810400.0,1605.T
2024-09-30,1819.704833984375,1821.582754349684,1785.9022674088137,1790.1275882307589,9450200.0,1605.T
2024-10-01,1851.1600341796875,1859.141195879169,1830.9723898809996,1837.5451112805724,6912600.0,1605.T
2024-10-02,1932.849609375,1950.22037341359,1910.7840442448992,1934.2580497024533,16179300.0,1605.T
2024-10-03,1956.3236083984375,1993.4125368993916,1940.8307648474058,1979.7976137787882,9648400.0,1605.T
2024-10-04,2033.787841796875,2050.689125800727,2005.1495550125699,2037.5436826866198,12309200.0,1605.T
2024-10-07,2033.3182373046875,2079.7967654721233,2029.0929165621935,2070.407163822136,9957700.0,1605.T
2024-10-08,2040.360595703125,2078.8579654333726,2027.2151523806012,2065.712522110849,11040700.0,1605.T
2024-10-09,1978.38916015625,2016.417048616776,1968.5300779627803,2003.2716056921497,9000300.0,1605.T
2024-10-10,1980.26708984375,1998.1073338963963,1971.3469678174267,1991.534612403316,4363000.0,1605.T
2024-10-11,1971.81640625,2003.7410528273808,1966.1826450892856,2000.9241722470238,4593300.0,1605.T
2024-10-15,1907.49755859375,1930.5020824360079,1899.0469171823083,1906.0891183585097,9543200.0,1605.T
2024-10-16,1905.1502685546875,1915.4788308780496,1882.615223485534,1897.6385868649697,6684300.0,1605.T
2024-10-17,1894.352294921875,1925.8074631399088,1893.8828147992178,1917.826301054736,7561400.0,1605.T
2024-10-18,1880.7373046875,1909.8450712602971,1879.3288643694614,1909.3755911542842,5629400.0,1605.T
2024-10-21,1876.9814453125,1894.821689164895,1875.5730050083635,1886.8405274414552,5268000.0,1605.T
2024-10-22,1873.2255859375,1886.3710286458333,1861.4885835193452,1877.920386904762,5425900.0,1605.T
2024-10-23,1867.591796875,1886.3710004634868,1867.122316785288,1876.042438489819,5405500.0,1605.T
2024-10-24,1868.0614013671875,1873.2256826979335,1849.2821965281103,1857.2633585847182,4601200.0,1605.T
2024-10-25,1853.507568359375,1875.103654515538,1843.6484855489527,1864.775091571286,5476700.0,1605.T
2024-10-28,1841.7703857421875,1853.5073879454897,1799.0476977221672,1802.8035384272239,8795900.0,1605.T
2024-10-29,1866.65283203125,1870.8781528281013,1839.8924669845244,1840.3619470730634,4895600.0,1605.T
2024-10-30,1876.9814453125,1888.7184478469703,1869.4697636904389,1872.7561244000906,6480500.0,1605.T
2024-10-31,1890.596435546875,1892.0048759011438,1873.2256711775594,1884.49319401171,5464900.0,1605.T
2024-11-01,1885.901611328125,1912.6619777323328,1879.7983698675162,1896.699653912279,5428800.0,1605.T
2024-11-05,1893.8826904296875,1920.6430556638204,1893.8826904296875,1915.4787746537245,4234800.0,1605.T
2024-11-06,1896.6995849609375,1928.624231440478,1890.1268636269144,1892.004784008064,6570700.0,1605.T
2024-11-07,1922.52099609375,1945.9950009300594,1908.4365931919642,1918.7651553199403,6346400.0,1605.T
2024-11-08,1884.023681640625,1932.8496130860835,1882.145761200415,1922.521050664929,7132700.0,1605.T
2024-11-11,1885.43212890625,1903.2723731538688,1874.6340863353228,1885.9016090180294,5822500.0,1605.T
2024-11-12,1911.7230224609375,1940.8307895023368,1881.2068150788252,1887.3100565552477,10223400.0,1605.T
2024-11-13,1905.1502685546875,1920.6431120397306,1885.9015842247854,1902.3333879210434,10062700.0,1605.T
2024-11-14,1877.92041015625,1909.8450571289063,1877.92041015625,1896.6996142578125,7345900.0,1605.T
2024-11-15,1915.9482421875,1929.0936846724915,1882.6151558862719,1891.535277572516,6607800.0,1605.T
2024-11-18,1915.9482421875,1917.356682453749,1889.1878771287675,1899.5164390812608,5021900.0,1605.T
2024-11-19,1928.624267578125,1947.4034717414952,1919.23466549644,1943.6476309088212,5164900.0,1605.T
2024-11-20,1896.6995849609375,1929.5631916310529,1893.413224293926,1914.5398285818574,6306900.0,1605.T
2024-11-21,1859.14111328125,1869.0001949425898,1851.1599519363556,1859.6105933603615,14007500.0,1605.T
2024-11-22,1882.615234375,1894.8217171913964,1857.732788633884,1861.9581096087904,10617000.0,1605.T
2024-11-25,1895.291259765625,1899.0471007559954,1885.9016572896992,1896.699700137014,12121000.0,1605.T
2024-11-26,1855.3853759765625,1887.3100231340538,1845.0568136609033,1886.8405430287967,8752000.0,1605.T
2024-11-27,1829.56396484375,1853.03797003805,1824.86916380489,1851.629529726392,7193000.0,1605.T
2024-11-28,1851.1600341796875,1863.8359968788636,1829.5639495810913,1829.5639495810913,4886100.0,1605.T
2024-11-29,1853.507568359375,1866.183531972775,1844.5874458166122,1851.160167690227,4618900.0,1605.T
2024-12-02,1869.9393310546875,1874.1646521642763,1852.5685664930447,1853.50752673962,3805000.0,1605.T
2024-12-03,1864.3055419921875,1879.3289057151162,1859.6107408287724,1859.6107408287724,5744300.0,1605.T
2024-12-04,1876.9814453125,1888.2489677455915,1864.7749626766508,1884.4931269345611,5285800.0,1605.T
2024-12-05,1870.40869140625,1875.1034923384946,1861.0190895417606,1861.0190895417606,4917300.0,1605.T
2024-12-06,1871.3477783203125,1874.6341391954359,1861.0192155699244,1865.7140168201008,4407300.0,1605.T
2024-12-09,1854.9158935546875,1874.6340579508649,1843.1788909379154,1869.939256904156,6147400.0,1605.T
2024-12-10,1861.01904296875,1889.6573279387535,1861.01904296875,1883.5540868795724,5844800.0,1605.T
2024-12-11,1849.751708984375,1863.3666327307067,1847.8737884676395,1859.6107916972358,5987000.0,1605.T
2024-12-12,1860.5496826171875,1869.4698047392483,1853.9769610535639,1861.4886428405623,6607800.0,1605.T
2024-12-13,1843.178955078125,1861.488679797444,1838.4841538680432,1849.7516767722395,7379800.0,1605.T
2024-12-16,1836.606201171875,1846.9347636529028,1827.686079029169,1846.9347636529028,6958700.0,1605.T
2024-12-17,1815.0101318359375,1841.770498497771,1815.0101318359375,1836.606217212154,7054800.0,1605.T
2024-12-18,1821.582763671875,1840.3619674210697,1815.010042359657,1815.9490025471166,5251800.0,1605.T
2024-12-19,1815.4796142578125,1824.8692166072194,1806.0900119084058,1812.19325343552,6659800.0,1605.T
2024-12-20,1822.9912109375,1836.606133707829,1818.2964099822143,1829.0944521793717,8662100.0,1605.T
2024-12-23,1840.8314208984375,1843.6483014200878,1818.2963767252356,1826.2775382032446,5097800.0,1605.T
2024-12-24,1851.629638671875,1855.8549598554569,1840.3621155156568,1846.934837356784,4606300.0,1605.T
2024-12-25,1866.65283203125,1870.8781528281013,1851.1599891094613,1866.65283203125,6055700.0,1605.T
2024-12-26,1866.65283203125,1874.1645134478747,1863.3664714114766,1869.0002324739453,10809100.0,1605.T
2024-12-27,1884.4075927734375,1887.7666080903243,1865.6930788650689,1866.6527975270365,7373000.0,1605.T
2024-12-30,1891.1256103515625,1903.6019528710094,1883.9277204364969,1890.6457510238915,5882600.0,1605.T
2025-01-06,1923.756103515625,1924.2359628579836,1904.561729821281,1909.8401825872256,11781800.0,1605.T
2025-01-07,1904.561767578125,1919.4374074861428,1886.8069715588783,1918.4776887823996,7903900.0,1605.T
2025-01-08,1913.19921875,1920.3971089635063,1886.3270952862426,1902.642313103524,8022700.0,1605.T
2025-01-09,1879.1292724609375,1904.0819594292645,1876.2501162722845,1903.1222406997135,5745900.0,1605.T
2025-01-10,1871.451416015625,1887.2867741511418,1871.451416015625,1879.1291654146635,4009800.0,1605.T
2025-01-14,1897.84375,1933.3533422882429,1892.0854377370417,1917.997842920354,11519300.0,1605.T
2025-01-15,1910.320068359375,1914.6388025003532,1895.9242878894474,1908.8804903123823,4675700.0,1605.T
2025-01-16,1910.320068359375,1924.7158488293023,1904.0818968224064,1912.2395057553654,8491800.0,1605.T
2025-01-17,1891.6055908203125,1891.6055908203125,1860.4147325241886,1885.8472785194895,5759900.0,1605.T
2025-01-20,1876.7298583984375,1902.1624031427784,1875.2902803940408,1885.8471857596162,4545300.0,1605.T
2025-01-21,1834.0223388671875,1871.4513661910075,1831.1431829192013,1865.6930542950354,10279000.0,1605.T
2025-01-22,1794.6739501953125,1831.1432604131853,1794.6739501953125,1824.4252295835772,11394800.0,1605.T
2025-01-23,1810.9892578125,1815.7878515003974,1786.9962893730126,1795.633758011228,6866500.0,1605.T
2025-01-24,1810.9892578125,1819.1468670819256,1800.4323516991255,1808.1101015997615,5461300.0,1605.T
2025-01-27,1810.9892578125,1822.5058826634538,1802.3517891742845,1811.9489765500794,4911400.0,1605.T
2025-01-28,1795.15380859375,1807.150292211725,1786.9961997335272,1799.4725426962211,4295700.0,1605.T
2025-01-29,1776.9190673828125,1805.7106266706787,1776.439208061348,1798.0328775272476,6778700.0,1605.T
2025-01-30,1779.7982177734375,1786.0363889330638,1773.560046613811,1776.9190618536097,5314700.0,1605.T
2025-01-31,1794.6739501953125,1797.0732469201726,1771.1608422916843,1777.3990137763203,7373500.0,1605.T
2025-02-03,1770.6810302734375,1791.3149826587376,1770.6810302734375,1789.8754045853445,8328700.0,1605.T
2025-02-04,1769.7213134765625,1790.355265884234,1763.0032824601114,1786.9962503760084,6708900.0,1605.T
2025-02-05,1780.7579345703125,1796.1134327935001,1769.2413109029214,1789.87526164033,4308800.0,1605.T
2025-02-06,1783.1573486328125,1788.4358014947504,1772.1205835578517,1775.4795990154485,3598700.0,1605.T
2025-02-07,1788.435791015625,1791.79480645354,1768.2816983881348,1783.1573381846156,3676700.0,1605.T
